公开号,名称,关系
CN108535721A,济南圣达知识产权代理有限公司,代理
CN107700289A,安徽省蚌埠博源专利商标事务所,代理
CN108109210A,广州德科知识产权代理有限公司,代理
CN109048946A,北京聿华联合知识产权代理有限公司,代理
CN107185635A,北京锺维联合知识产权代理有限公司,代理
CN108407835A,北京超凡志成知识产权代理事务所(普通合伙),代理
CN108487916A,大连至诚专利代理事务所(特殊普通合伙),代理
CN109519716A,太原申立德知识产权代理事务所(特殊普通合伙),代理
CN207235164U,北京智沃律师事务所,代理
CN108426562A,北京云科知识产权代理事务所(特殊普通合伙),代理
CN108582445A,成都天嘉专利事务所(普通合伙),代理
CN108868822A,洛阳公信知识产权事务所(普通合伙),代理
CN107426219A,上海专利商标事务所有限公司,代理
CN107146065A,北京路浩知识产权代理有限公司,代理
CN107386405A,沈阳之华益专利事务所有限公司,代理
CN109643719A,中国专利代理(香港)有限公司,代理
CN207332941U,天津市鼎和专利商标代理有限公司,代理
CN106873560A,大连东方专利代理有限责任公司,代理
CN107419800A,沈阳之华益专利事务所有限公司,代理
CN206890259U,福州盈创知识产权代理事务所(普通合伙),代理
CN107592706A,北京中建联合知识产权代理事务所(普通合伙),代理
CN107882584A,济南圣达知识产权代理有限公司,代理
CN108853838A,芜湖安汇知识产权代理有限公司,代理
CN108445524A,济南圣达知识产权代理有限公司,代理
CN109236326A,西安创知专利事务所,代理
CN106733729A,中国商标专利事务所有限公司,代理
CN206696562U,济南誉丰专利代理事务所(普通合伙企业),代理
CN109036332A,深圳市威世博知识产权代理事务所(普通合伙),代理
CN106555980A,西安智大知识产权代理事务所,代理
CN205347369U,杭州新源专利事务所(普通合伙),代理
CN109032400A,深圳市世纪恒程知识产权代理事务所,代理
CN107436145A,广州市华学知识产权代理有限公司,代理
CN106378505A,江苏圣典律师事务所,代理
CN109756872A,西安长和专利代理有限公司,代理
CN207497789U,深圳市世纪恒程知识产权代理事务所,代理
CN109489724A,大连东方专利代理有限责任公司,代理
CN108133344A,武汉科皓知识产权代理事务所(特殊普通合伙),代理
CN207304732U,北京北新智诚知识产权代理有限公司,代理
CN207469396U,沈阳之华益专利事务所有限公司,代理
CN108376473A,北京同恒源知识产权代理有限公司,代理
CN205566774U,北京众合诚成知识产权代理有限公司,代理
CN207045363U,北京瑞成兴业知识产权代理事务所(普通合伙),代理
CN107620610A,苏州创元专利商标事务所有限公司,代理
CN106041002A,北京连城创新知识产权代理有限公司,代理
CN206894953U,深圳市惠邦知识产权代理事务所,代理
CN107453270A,葫芦岛天开专利商标代理事务所(特殊普通合伙),代理
CN107395413A,深圳市康弘知识产权代理有限公司,代理
CN106680867A,大连理工大学专利中心,代理
CN107893660A,成都熠邦鼎立专利代理有限公司,代理
CN109521739A,西安通大专利代理有限责任公司,代理
CN106444483A,天津市三利专利商标代理有限公司,代理
CN108108388A,济南圣达知识产权代理有限公司,代理
CN105946317A,北京恒都律师事务所,代理
CN206920249U,成都博通专利事务所,代理
CN109671276A,南京睿之博知识产权代理有限公司,代理
CN107950048A,北京市柳沈律师事务所,代理
CN108956724A,北京超凡志成知识产权代理事务所(普通合伙),代理
CN207866779U,西安通大专利代理有限责任公司,代理
CN207603098U,广州粤高专利商标代理有限公司,代理
CN206888987U,昆明合众智信知识产权事务所,代理
CN107035390A,济南圣达知识产权代理有限公司,代理
CN108023802A,北京路浩知识产权代理有限公司,代理
CN207115578U,济南方宇专利代理事务所(普通合伙),代理
CN207397474U,上海科盛知识产权代理有限公司,代理
CN105921544A,济南泉城专利商标事务所,代理
CN107151990A,济南圣达知识产权代理有限公司,代理
CN207867274U,昆明今威专利商标代理有限公司,代理
CN206133216U,南京苏科专利代理有限责任公司,代理
CN206805701U,广州一锐专利代理有限公司,代理
CN207197582U,绵阳市博图知识产权代理事务所(普通合伙),代理
CN105862940A,上海汉声知识产权代理有限公司,代理
CN109285373A,南京瑞弘专利商标事务所(普通合伙),代理
CN207586126U,南京九致知识产权代理事务所(普通合伙),代理
CN207211352U,沈阳之华益专利事务所有限公司,代理
CN106895663A,北京挺立专利事务所(普通合伙),代理
CN108663090A,厦门市首创君合专利事务所有限公司,代理
CN109150685A,济南舜昊专利代理事务所(特殊普通合伙),代理
CN207096776U,深圳市神州联合知识产权代理事务所(普通合伙),代理
CN109441428A,宜昌市三峡专利事务所,代理
CN107941151A,上海伯瑞杰知识产权代理有限公司,代理
CN108134794A,南京钟山专利代理有限公司,代理
CN206537521U,贵阳派腾阳光知识产权代理事务所(普通合伙),代理
CN206205939U,成都科奥专利事务所(普通合伙),代理
CN206235647U,深圳市千纳专利代理有限公司,代理
CN109100735A,沈阳东大知识产权代理有限公司,代理
CN109653798A,青岛鼎丞智佳知识产权代理事务所(普通合伙),代理
CN108200199A,重庆市前沿专利事务所(普通合伙),代理
CN106515724A,广州三环专利代理有限公司,代理
CN207316769U,北京科家知识产权代理事务所(普通合伙),代理
CN106630791A,上海光华专利事务所,代理
CN110361015A,北京润平知识产权代理有限公司,代理
CN106333716A,昆明正原专利商标代理有限公司,代理
CN109405758A,北京众合诚成知识产权代理有限公司,代理
CN205898165U,南京瑞弘专利商标事务所(普通合伙),代理
CN206363137U,郑州德勤知识产权代理有限公司,代理
CN304003953S,广州三环专利代理有限公司,代理
CN106714386A,南宁东智知识产权代理事务所(特殊普通合伙),代理
CN108961678A,北京科亿知识产权代理事务所(普通合伙),代理
CN106124613A,北京思海天达知识产权代理有限公司,代理
CN108180023A,杭州丰禾专利事务所有限公司,代理
CN107065730A,合肥天明专利事务所(普通合伙),代理
CN106125694A,深圳市金笔知识产权代理事务所(特殊普通合伙),代理
CN107589672A,宜昌市三峡专利事务所,代理
CN206670828U,武汉科皓知识产权代理事务所(特殊普通合伙),代理
CN206103150U,山东济南齐鲁科技专利事务所有限公司,代理
CN205372293U,成都顶峰专利事务所(普通合伙),代理
CN110393090A,大连一通专利代理事务所(普通合伙),代理
CN108687178A,成都君合集专利代理事务所(普通合伙),代理
CN109532893A,天津创智天诚知识产权代理事务所(普通合伙),代理
CN205377435U,兰州振华专利代理有限责任公司,代理
CN207729454U,北京远大卓悦知识产权代理事务所(普通合伙),代理
CN304733905S,济南圣达知识产权代理有限公司,代理
CN206012462U,贵阳春秋知识产权代理事务所(普通合伙),代理
CN109308817A,济南圣达知识产权代理有限公司,代理
CN107433952A,北京瑞成兴业知识产权代理事务所(普通合伙),代理
CN106897813A,上海科盛知识产权代理有限公司,代理
CN109367518A,成都顶峰专利事务所(普通合伙),代理
CN106383261A,深圳市千纳专利代理有限公司,代理
CN106075773A,山东济南齐鲁科技专利事务所有限公司,代理
CN207920630U,成都佳划信知识产权代理有限公司,代理
CN207177916U,成都博通专利事务所,代理
CN107143344A,成都市鼎宏恒业知识产权代理事务所(特殊普通合伙),代理
CN207717530U,济南圣达知识产权代理有限公司,代理
CN207315443U,苏州创元专利商标事务所有限公司,代理
CN108286978A,北京市天玺沐泽专利代理事务所(普通合伙),代理
CN205860482U,厦门市首创君合专利事务所有限公司,代理
CN106604119A,深圳市君胜知识产权代理事务所(普通合伙),代理
CN109613332A,南京中律知识产权代理事务所(普通合伙),代理
CN109142843A,北京风雅颂专利代理有限公司,代理
CN206192624U,兰州中科华西专利代理有限公司,代理
CN108547665A,南京纵横知识产权代理有限公司,代理
CN205684510U,济南泉城专利商标事务所,代理
CN107097464A,广州凯东知识产权代理有限公司,代理
CN106330262A,上海百一领御专利代理事务所(普通合伙),代理
CN108388689A,天津市北洋有限责任专利代理事务所,代理
CN207379513U,武汉宇晨专利事务所,代理
CN108239899A,重庆强大凯创专利代理事务所(普通合伙),代理
CN108562402A,北京天奇智新知识产权代理有限公司,代理
CN207519600U,郑州联科专利事务所(普通合伙),代理
CN206730330U,北京科亿知识产权代理事务所(普通合伙),代理
CN108447291A,南京瑞弘专利商标事务所(普通合伙),代理
CN108731730A,北京林达刘知识产权代理事务所(普通合伙),代理
CN108712783A,北京柏杉松知识产权代理事务所(普通合伙),代理
CN107231736A,北京和信华成知识产权代理事务所(普通合伙),代理
CN107613013A,广州一锐专利代理有限公司,代理
CN108533323A,北京众合诚成知识产权代理有限公司,代理
CN107437904A,湖北武汉永嘉专利代理有限公司,代理
CN110619729A,上海宏京知识产权代理事务所(普通合伙),代理
CN109571769A,成都希盛知识产权代理有限公司,代理
CN207406053U,北京东方芊悦知识产权代理事务所(普通合伙),代理
CN108836457A,昆明正原专利商标代理有限公司,代理
CN206058500U,深圳市兴科达知识产权代理有限公司,代理
CN206280816U,深圳市兴科达知识产权代理有限公司,代理
CN108684007A,成都华风专利事务所(普通合伙),代理
CN109643754A,北京市金杜律师事务所,代理
CN106953839A,重庆市恒信知识产权代理有限公司,代理
CN207585761U,南京九致知识产权代理事务所(普通合伙),代理
CN206987892U,四川力久律师事务所,代理
CN105862556A,常州佰业腾飞专利代理事务所(普通合伙),代理
CN108279097A,北京天奇智新知识产权代理有限公司,代理
CN208030125U,广州高炬知识产权代理有限公司,代理
CN108798682A,西安通大专利代理有限责任公司,代理
CN206205924U,天津才智专利商标代理有限公司,代理
CN109691016A,北京英赛嘉华知识产权代理有限责任公司,代理
CN107479490A,北京青松知识产权代理事务所(特殊普通合伙),代理
CN207039950U,北京太兆天元知识产权代理有限责任公司,代理
CN206193505U,北京中建联合知识产权代理事务所(普通合伙),代理
CN207133639U,北京超凡志成知识产权代理事务所(普通合伙),代理
CN205491391U,西安智大知识产权代理事务所,代理
CN108663121A,北京路浩知识产权代理有限公司,代理
CN206692967U,成都市辅君专利代理有限公司,代理
CN106638183A,贵阳中新专利商标事务所,代理
CN106341255A,北京东方亿思知识产权代理有限责任公司,代理
CN205876393U,北京远大卓悦知识产权代理事务所(普通合伙),代理
CN207879377U,南昌赣专知识产权代理有限公司,代理
CN106990441A,济南圣达知识产权代理有限公司,代理
CN108590765A,济南圣达知识产权代理有限公司,代理
CN109534769A,沈阳优普达知识产权代理事务所(特殊普通合伙),代理
CN207701147U,北京金智普华知识产权代理有限公司,代理
CN108629515A,北京同恒源知识产权代理有限公司,代理
CN107288675A,北京海虹嘉诚知识产权代理有限公司,代理
CN108438806A,上海华诚知识产权代理有限公司,代理
CN207645752U,衡水市盛博专利事务所,代理
CN205812452U,常州佰业腾飞专利代理事务所(普通合伙),代理
CN205665820U,苏州市中南伟业知识产权代理事务所(普通合伙),代理
CN108952815A,成都希盛知识产权代理有限公司,代理
CN109667611A,济南圣达知识产权代理有限公司,代理
CN207245724U,济南金迪知识产权代理有限公司,代理
CN109147358A,贵州启辰知识产权代理有限公司,代理
CN109598076A,北京市诚辉律师事务所,代理
CN207622498U,广州嘉权专利商标事务所有限公司,代理
CN106130850A,福州市鼓楼区京华专利事务所(普通合伙),代理
CN207891919U,山东济南齐鲁科技专利事务所有限公司,代理
CN207585535U,上海伯瑞杰知识产权代理有限公司,代理
CN108882528A,佛山市智汇聚晨专利代理有限公司,代理
CN205618171U,北京天奇智新知识产权代理有限公司,代理
CN205438531U,济南圣达知识产权代理有限公司,代理
CN206586292U,南京众联专利代理有限公司,代理
CN106761830A,郑州优盾知识产权代理有限公司,代理
CN206223548U,成都博通专利事务所,代理
CN109347962A,北京联瑞联丰知识产权代理事务所(普通合伙),代理
CN207568621U,北京华夏泰和知识产权代理有限公司,代理
CN106568928A,北京志霖恒远知识产权代理事务所(普通合伙),代理
CN107905797A,成都熠邦鼎立专利代理有限公司,代理
CN208610917U,北京智乾知识产权代理事务所(普通合伙),代理
CN107070691A,北京博思佳知识产权代理有限公司,代理
CN109341675A,济南圣达知识产权代理有限公司,代理
CN207348870U,北京超凡志成知识产权代理事务所(普通合伙),代理
CN109490899A,北京华仁联合知识产权代理有限公司,代理
CN205392912U,长沙星耀专利事务所,代理
CN107995086A,南京钟山专利代理有限公司,代理
CN108708770A,济南圣达知识产权代理有限公司,代理
CN108444885A,济南圣达知识产权代理有限公司,代理
CN205477705U,北京商专永信知识产权代理事务所(普通合伙),代理
CN205620272U,云南派特律师事务所,代理
CN108378354A,上海华诚知识产权代理有限公司,代理
CN106248409A,沈阳智龙专利事务所(普通合伙),代理
CN108590677A,武汉科皓知识产权代理事务所(特殊普通合伙),代理
CN109505627A,宜昌市三峡专利事务所,代理
CN106541883A,广州三环专利代理有限公司,代理
CN206314038U,重庆谢成律师事务所,代理
CN206941452U,北京同恒源知识产权代理有限公司,代理
CN105973200A,南京纵横知识产权代理有限公司,代理
CN207829800U,北京超凡志成知识产权代理事务所(普通合伙),代理
CN109637173A,珠海智专专利商标代理有限公司,代理
CN108480987A,北京慕达星云知识产权代理事务所(特殊普通合伙),代理
CN304054219S,济南圣达知识产权代理有限公司,代理
CN205507272U,台州市南方商标专利事务所(普通合伙),代理
CN108508831A,青岛高晓专利事务所(普通合伙),代理
CN207985376U,长沙中海宏图专利代理事务所(普通合伙),代理
CN110277540A,北京慧诚智道知识产权代理事务所(特殊普通合伙),代理
CN106789318A,深圳市顺天达专利商标代理有限公司,代理
CN106248050A,上海科律专利代理事务所(特殊普通合伙),代理
CN109374432A,成都博通专利事务所,代理
CN108107467A,武汉知产时代知识产权代理有限公司,代理
CN108547656A,新乡市平原智汇知识产权代理事务所(普通合伙),代理
CN109074072A,北京超凡志成知识产权代理事务所(普通合伙),代理
CN207892620U,北京开阳星知识产权代理事务所(普通合伙),代理
CN205621283U,北京科亿知识产权代理事务所(普通合伙),代理
CN207235150U,惠州创联专利代理事务所(普通合伙),代理
CN106094136A,南京理工大学专利中心,代理
CN108038812A,昆明合众智信知识产权事务所,代理
CN106327579A,上海科律专利代理事务所(特殊普通合伙),代理
CN205765655U,宁波天一专利代理有限公司,代理
CN107756144A,南京钟山专利代理有限公司,代理
CN107585091A,重庆棱镜智慧知识产权代理事务所(普通合伙),代理
CN205393441U,杭州杭诚专利事务所有限公司,代理
CN109808052A,北京中建联合知识产权代理事务所(普通合伙),代理
CN206880974U,沈阳维特专利商标事务所(普通合伙),代理
CN108331615A,北京纽乐康知识产权代理事务所(普通合伙),代理
CN207227522U,温州市品创专利商标代理事务所(普通合伙),代理
CN110646762A,苏州诚逸知识产权代理事务所(特殊普通合伙),代理
CN106899478A,杭州华鼎知识产权代理事务所(普通合伙),代理
CN207397595U,西安通大专利代理有限责任公司,代理
CN205405231U,成都顶峰专利事务所(普通合伙),代理
CN108836318A,上海申新律师事务所,代理
CN107642011A,安徽省蚌埠博源专利商标事务所,代理
CN106050290A,青岛发思特专利商标代理有限公司,代理
CN107120120A,上海正旦专利代理有限公司,代理
CN111210618A,南京瑞弘专利商标事务所(普通合伙),代理
CN207490949U,福州元创专利商标代理有限公司,代理
CN108549087A,北京瑞成兴业知识产权代理事务所(普通合伙),代理
CN207816698U,成都博通专利事务所,代理
CN107829772A,合肥广源知识产权代理事务所(普通合伙),代理
CN109190190A,乌鲁木齐合纵专利商标事务所,代理
CN205689241U,洛阳公信知识产权事务所(普通合伙),代理
CN207076682U,广州凯东知识产权代理有限公司,代理
CN107727032A,南京九致知识产权代理事务所(普通合伙),代理
CN109474607A,连云港润知专利代理事务所,代理
CN108104863A,西安创知专利事务所,代理
CN109391613A,济南瑞宸知识产权代理有限公司,代理
CN109005816A,上海申新律师事务所,代理
CN206707718U,成都市鼎宏恒业知识产权代理事务所(特殊普通合伙),代理
CN109624961A,北京信远达知识产权代理事务所(普通合伙),代理
CN107979588A,中科专利商标代理有限责任公司,代理
CN107507458A,成都虹桥专利事务所(普通合伙),代理
CN109616107A,深圳市世联合知识产权代理有限公司,代理
CN206983831U,北京太兆天元知识产权代理有限责任公司,代理
CN108844528A,贵阳睿腾知识产权代理有限公司,代理
CN109413813A,成都高远知识产权代理事务所(普通合伙),代理
CN111512345A,隆天知识产权代理有限公司,代理
CN109374644A,江苏圣典律师事务所,代理
CN106838815A,哈尔滨东方专利事务所,代理
CN107193001A,广西南宁公平知识产权代理有限公司,代理
CN207920627U,浙江永鼎律师事务所,代理
CN108775895A,武汉知产时代知识产权代理有限公司,代理
CN106132051A,成都科奥专利事务所(普通合伙),代理
CN107882595A,南京九致知识产权代理事务所(普通合伙),代理
CN108104720A,北京冠榆知识产权代理事务所(特殊普通合伙),代理
CN106802200A,北京永创新实专利事务所,代理
CN205805881U,北京元本知识产权代理事务所,代理
CN106899026A,宜昌市三峡专利事务所,代理
CN207785527U,广州一锐专利代理有限公司,代理
CN109523780A,贵州启辰知识产权代理有限公司,代理
CN108768894A,北京和联顺知识产权代理有限公司,代理
CN106225818A,南京瑞弘专利商标事务所(普通合伙),代理
CN206002454U,北京同恒源知识产权代理有限公司,代理
CN109683527A,杭州华进联浙知识产权代理有限公司,代理
CN106907163A,西安铭泽知识产权代理事务所(普通合伙),代理
CN109374456A,济南圣达知识产权代理有限公司,代理
CN109296398A,北京超凡志成知识产权代理事务所(普通合伙),代理
CN111316358A,北京市金杜律师事务所,代理
CN205825412U,厦门市首创君合专利事务所有限公司,代理
CN205883232U,北京超凡志成知识产权代理事务所(普通合伙),代理
CN206559851U,郑州红元帅专利代理事务所(普通合伙),代理
CN207420587U,成都正华专利代理事务所(普通合伙),代理
CN106559637A,重庆市前沿专利事务所(普通合伙),代理
CN108955803A,成都睿道专利代理事务所(普通合伙),代理
CN106374463A,北京纪凯知识产权代理有限公司,代理
CN106780284A,郑州优盾知识产权代理有限公司,代理
CN108244743A,深圳市汉唐知识产权代理有限公司,代理
CN206195232U,上海汉声知识产权代理有限公司,代理
CN207469004U,安徽省蚌埠博源专利商标事务所,代理
CN108249315A,贵阳中新专利商标事务所,代理
CN206658323U,重庆强大凯创专利代理事务所(普通合伙),代理
CN208043696U,深圳协成知识产权代理事务所(普通合伙),代理
CN206409274U,太原晋科知识产权代理事务所(特殊普通合伙),代理
CN107941106A,武汉市首臻知识产权代理有限公司,代理
CN106050291A,华中科技大学专利中心,代理
CN106781484A,北京中博世达专利商标代理有限公司,代理
CN109472976A,上海申蒙商标专利代理有限公司,代理
CN109584848A,泉州市文华专利代理有限公司,代理
CN206640638U,深圳市科冠知识产权代理有限公司,代理
CN205692015U,北京天奇智新知识产权代理有限公司,代理
CN108756910A,上海恒慧知识产权代理事务所(特殊普通合伙),代理
CN205483953U,成都博通专利事务所,代理
CN108571328A,成都正华专利代理事务所(普通合伙),代理
CN107513910A,安徽省蚌埠博源专利商标事务所,代理
CN108442962A,北京众合诚成知识产权代理有限公司,代理
CN109696207A,北京智客联合知识产权代理事务所(特殊普通合伙),代理
CN107067690A,广州天河万研知识产权代理事务所(普通合伙),代理
CN108759774A,上海唯源专利代理有限公司,代理
CN106401644A,北京中海智圣知识产权代理有限公司,代理
CN206280095U,太原科卫专利事务所(普通合伙),代理
CN107655898A,北京太兆天元知识产权代理有限责任公司,代理
CN108756892A,长沙市融智专利事务所,代理
CN109798125A,湖北武汉永嘉专利代理有限公司,代理
CN106127379A,苏州创元专利商标事务所有限公司,代理
CN108412516A,北京金智普华知识产权代理有限公司,代理
CN108891336A,北京同恒源知识产权代理有限公司,代理
CN106023525A,济南舜源专利事务所有限公司,代理
CN206763672U,北京中济纬天专利代理有限公司,代理
CN108979668A,郑州大通专利商标代理有限公司,代理
CN107341634A,北京一格知识产权代理事务所(普通合伙),代理
CN109150762A,北京安信方达知识产权代理有限公司,代理
CN109005239A,哈尔滨市松花江专利商标事务所,代理
CN108413539A,天津翰林知识产权代理事务所(普通合伙),代理
CN206083411U,济南泉城专利商标事务所,代理
CN107356211A,北京太兆天元知识产权代理有限责任公司,代理
CN304612858S,北京太兆天元知识产权代理有限责任公司,代理
CN105976145A,北京华仲龙腾专利代理事务所(普通合伙),代理
CN108574245A,成都正华专利代理事务所(普通合伙),代理
CN106407581A,华中科技大学专利中心,代理
CN207924917U,北京鼎佳达知识产权代理事务所(普通合伙),代理
CN108086995A,成都正华专利代理事务所(普通合伙),代理
CN111207304A,北京挺立专利事务所(普通合伙),代理
CN106989999A,长沙星耀专利事务所(普通合伙),代理
CN107621308A,南京九致知识产权代理事务所(普通合伙),代理
CN207007177U,郑州科维专利代理有限公司,代理
CN109164748A,北京卫智畅科专利代理事务所(普通合伙),代理
CN108844604A,上海思微知识产权代理事务所(普通合伙),代理
CN304183654S,济南圣达知识产权代理有限公司,代理
CN108093509A,深圳市兴科达知识产权代理有限公司,代理
CN108628169A,广州粤高专利商标代理有限公司,代理
CN105956707A,北京纽乐康知识产权代理事务所(普通合伙),代理
CN206147889U,北京同恒源知识产权代理有限公司,代理
CN108861667A,北京纽乐康知识产权代理事务所(普通合伙),代理
CN107513911A,安徽省蚌埠博源专利商标事务所,代理
CN107121342A,成都博通专利事务所,代理
CN107426897A,安徽合肥华信知识产权代理有限公司,代理
CN207391963U,安徽省蚌埠博源专利商标事务所,代理
CN109903417A,上海科盛知识产权代理有限公司,代理
CN206399377U,华中科技大学专利中心,代理
CN205689215U,北京天奇智新知识产权代理有限公司,代理
CN106297150A,北京君泊知识产权代理有限公司,代理
CN108731736A,济南圣达知识产权代理有限公司,代理
CN107483889A,北京修典盛世知识产权代理事务所(特殊普通合伙),代理
CN108035732A,南京利丰知识产权代理事务所(特殊普通合伙),代理
CN106097713A,贵阳中工知识产权代理事务所,代理
CN206103149U,山东济南齐鲁科技专利事务所有限公司,代理
CN108303143A,北京三友知识产权代理有限公司,代理
CN106157564A,贵阳中工知识产权代理事务所,代理
CN207701146U,北京华夏泰和知识产权代理有限公司,代理
CN109474064A,杭州杭诚专利事务所有限公司,代理
CN108035383A,山东济南齐鲁科技专利事务所有限公司,代理
CN207489237U,福州元创专利商标代理有限公司,代理
CN107907897A,厦门智慧呈睿知识产权代理事务所(普通合伙),代理
CN207568615U,北京华仲龙腾专利代理事务所(普通合伙),代理
CN207300902U,北京太兆天元知识产权代理有限责任公司,代理
CN108244740A,北京超凡志成知识产权代理事务所(普通合伙),代理
CN107361088A,北京远大卓悦知识产权代理事务所(普通合伙),代理
CN207744038U,成都天汇致远知识产权代理事务所(普通合伙),代理
CN107526595A,北京风雅颂专利代理有限公司,代理
CN205871382U,北京恒都律师事务所,代理
CN107409079A,北京市广友专利事务所有限责任公司,代理
CN109299217A,成都慕川专利代理事务所(普通合伙),代理
CN108243080A,北京派特恩知识产权代理有限公司,代理
CN111247565A,隆天知识产权代理有限公司,代理
CN107655491A,厦门智慧呈睿知识产权代理事务所(普通合伙),代理
CN109115175A,北京华智则铭知识产权代理有限公司,代理
CN108261706A,沈阳东大知识产权代理有限公司,代理
CN107331102A,合肥市浩智运专利代理事务所(普通合伙),代理
CN205800830U,无锡互维知识产权代理有限公司,代理
CN107861144A,厦门智慧呈睿知识产权代理事务所(普通合伙),代理
CN107976602A,深圳市中知专利商标代理有限公司,代理
CN106723580A,重庆百润洪知识产权代理有限公司,代理
CN107885201A,厦门智慧呈睿知识产权代理事务所(普通合伙),代理
CN105756685A,北京天奇智新知识产权代理有限公司,代理
CN106622901A,武汉智嘉联合知识产权代理事务所(普通合伙),代理
CN109002057A,太原智慧管家知识产权代理事务所(特殊普通合伙),代理
CN206695757U,武汉宇晨专利事务所,代理
CN108930539A,北京思海天达知识产权代理有限公司,代理
CN108214554A,北京瑞成兴业知识产权代理事务所(普通合伙),代理
CN105781577A,北京天奇智新知识产权代理有限公司,代理
CN107551707A,南京九致知识产权代理事务所(普通合伙),代理
CN108593453A,成都博通专利事务所,代理
CN207283192U,济南圣达知识产权代理有限公司,代理
CN110969837A,北京润平知识产权代理有限公司,代理
CN108343472A,成都正华专利代理事务所(普通合伙),代理
CN107607493A,南京九致知识产权代理事务所(普通合伙),代理
CN106710258A,四川力久律师事务所,代理
CN109005613A,深圳市惠邦知识产权代理事务所,代理
CN108010012A,厦门果汁知识产权代理事务所(普通合伙),代理
CN106254862A,成都虹桥专利事务所(普通合伙),代理
CN107503525A,济南圣达知识产权代理有限公司,代理
CN206817283U,长沙七源专利代理事务所(普通合伙),代理
CN107787017A,北京路浩知识产权代理有限公司,代理
CN208024355U,南京利丰知识产权代理事务所(特殊普通合伙),代理
CN106075772A,山东济南齐鲁科技专利事务所有限公司,代理
CN207554100U,济南圣达知识产权代理有限公司,代理
CN107513926A,安徽省蚌埠博源专利商标事务所,代理
CN109005614A,深圳市惠邦知识产权代理事务所,代理
CN107124798A,北京太兆天元知识产权代理有限责任公司,代理
CN108407765A,成都弘毅天承知识产权代理有限公司,代理
CN106647269A,北京律谱知识产权代理事务所(普通合伙),代理
CN207390514U,南京利丰知识产权代理事务所(特殊普通合伙),代理
CN108282499A,常州佰业腾飞专利代理事务所(普通合伙),代理
CN109450898A,北京路浩知识产权代理有限公司,代理
CN207732894U,济南圣达知识产权代理有限公司,代理
CN108696461A,中国专利代理(香港)有限公司,代理
CN108105123A,山东济南齐鲁科技专利事务所有限公司,代理
CN106897448A,北京弘权知识产权代理事务所(普通合伙),代理
CN109690606A,隆天知识产权代理有限公司,代理
CN205487203U,西安新思维专利商标事务所有限公司,代理
CN106927698A,深圳市君胜知识产权代理事务所(普通合伙),代理
CN109518550A,衡水市盛博专利事务所,代理
CN109217163A,贵阳中新专利商标事务所,代理
CN109791678A,隆天知识产权代理有限公司,代理
CN108798762A,北京华仲龙腾专利代理事务所(普通合伙),代理
CN107816981A,湖北武汉永嘉专利代理有限公司,代理
CN109322691A,北京路浩知识产权代理有限公司,代理
CN107053993A,北京瀚仁知识产权代理事务所(普通合伙),代理
CN106572581A,杭州新源专利事务所(普通合伙),代理
CN108593842A,济南圣达知识产权代理有限公司,代理
CN109269900A,上海科盛知识产权代理有限公司,代理
CN109343525A,北京高沃律师事务所,代理
CN304535068S,重庆市前沿专利事务所(普通合伙),代理
CN107133754A,北京派特恩知识产权代理有限公司,代理
CN105783868A,青岛中天汇智知识产权代理有限公司,代理
CN106869998A,上海科律专利代理事务所(特殊普通合伙),代理
CN107942859A,北京青松知识产权代理事务所(特殊普通合伙),代理
CN105894702A,南京知识律师事务所,代理
CN207460517U,北京智沃律师事务所,代理
CN108130864A,重庆谢成律师事务所,代理
CN106089263A,南京苏高专利商标事务所(普通合伙),代理
CN106304483A,苏州市中南伟业知识产权代理事务所(普通合伙),代理
CN107402214A,成都天嘉专利事务所(普通合伙),代理
CN108533274A,成都金英专利代理事务所(普通合伙),代理
CN107587558A,西安通大专利代理有限责任公司,代理
CN109272052A,上海科盛知识产权代理有限公司,代理
CN206023998U,成都科奥专利事务所(普通合伙),代理
CN108005661A,大连东方专利代理有限责任公司,代理
CN108316348A,山东济南齐鲁科技专利事务所有限公司,代理
CN106454824A,北京路浩知识产权代理有限公司,代理
CN107941601A,成都博通专利事务所,代理
CN207750217U,成都顶峰专利事务所(普通合伙),代理
CN206126268U,济南方宇专利代理事务所(普通合伙),代理
CN106437758A,成都博通专利事务所,代理
CN107623635A,广州粤高专利商标代理有限公司,代理
CN106917628A,深圳市兴科达知识产权代理有限公司,代理
CN107435546A,北京华夏泰和知识产权代理有限公司,代理
CN107956490A,浙江永鼎律师事务所,代理
CN109565703A,北京英赛嘉华知识产权代理有限责任公司,代理
CN107631718A,济南圣达知识产权代理有限公司,代理
CN107533859A,北京市金杜律师事务所,代理
CN106793425A,广州市红荔专利代理有限公司,代理
CN106121729A,成都科奥专利事务所(普通合伙),代理
CN106276212A,济南方宇专利代理事务所(普通合伙),代理
CN108956946A,南京瑞弘专利商标事务所(普通合伙),代理
CN109238879A,沈阳智龙专利事务所(普通合伙),代理
CN107719225A,北京三高永信知识产权代理有限责任公司,代理
CN107454721A,深圳市君胜知识产权代理事务所(普通合伙),代理
CN109084992A,深圳鼎合诚知识产权代理有限公司,代理
CN107554534A,济南圣达知识产权代理有限公司,代理
CN106021832A,天津市鼎和专利商标代理有限公司,代理
CN108055738A,深圳市世纪恒程知识产权代理事务所,代理
CN108853854A,武汉科皓知识产权代理事务所(特殊普通合伙),代理
